id,Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
5206,CDS,cde_fo,GBPUSD,7179,OPTCUR,CE,1.075,GBPUSD29MARCH231.075CE,GBPUSD23MAR1.075CE,GBPUSD 29MAR23 1.075 CE,29-03-2023,1,0.0001
5207,CDS,cde_fo,USDINR,7180,OPTCUR,PE,88.25,USDINR21OCTOBER2288.25PE,USDINR22O88.25PE,USDINR 21OCT22 88.25 PE,21-10-2022,1,0.0025
5208,CDS,cde_fo,USDINR,7181,OPTCUR,CE,88.25,USDINR27OCTOBER2288.25CE,USDINR22OCT88.25CE,USDINR 27OCT22 88.25 CE,27-10-2022,1,0.0025
5209,CDS,cde_fo,USDINR,7182,OPTCUR,PE,88.25,USDINR27OCTOBER2288.25PE,USDINR22OCT88.25PE,USDINR 27OCT22 88.25 PE,27-10-2022,1,0.0025
5210,CDS,cde_fo,JPYINR,7183,OPTCUR,CE,62.5,JPYINR21OCTOBER2262.5CE,JPYINR22O62.5CE,JPYINR 21OCT22 62.5 CE,21-10-2022,1,0.0025
5211,CDS,cde_fo,JPYINR,7184,OPTCUR,PE,62.5,JPYINR21OCTOBER2262.5PE,JPYINR22O62.5PE,JPYINR 21OCT22 62.5 PE,21-10-2022,1,0.0025
5212,CDS,cde_fo,GBPUSD,7185,OPTCUR,PE,1.175,GBPUSD27OCTOBER221.175PE,GBPUSD22OCT1.175PE,GBPUSD 27OCT22 1.175 PE,27-10-2022,1,0.0001
5213,CDS,cde_fo,GBPUSD,7186,OPTCUR,CE,1.18,GBPUSD27OCTOBER221.18CE,GBPUSD22OCT1.18CE,GBPUSD 27OCT22 1.18 CE,27-10-2022,1,0.0001
5214,CDS,cde_fo,GBPUSD,7187,OPTCUR,PE,1.18,GBPUSD27OCTOBER221.18PE,GBPUSD22OCT1.18PE,GBPUSD 27OCT22 1.18 PE,27-10-2022,1,0.0001
5215,CDS,cde_fo,GBPUSD,7188,OPTCUR,CE,1.185,GBPUSD27OCTOBER221.185CE,GBPUSD22OCT1.185CE,GBPUSD 27OCT22 1.185 CE,27-10-2022,1,0.0001
5216,CDS,cde_fo,GBPUSD,7189,OPTCUR,PE,1.185,GBPUSD27OCTOBER221.185PE,GBPUSD22OCT1.185PE,GBPUSD 27OCT22 1.185 PE,27-10-2022,1,0.0001
5217,CDS,cde_fo,GBPUSD,7190,OPTCUR,CE,1.19,GBPUSD27OCTOBER221.19CE,GBPUSD22OCT1.19CE,GBPUSD 27OCT22 1.19 CE,27-10-2022,1,0.0001
5218,CDS,cde_fo,GBPINR,7191,OPTCUR,PE,92.75,GBPINR28OCTOBER2292.75PE,GBPINR22O92.75PE,GBPINR 28OCT22 92.75 PE,28-10-2022,1,0.0025
5219,CDS,cde_fo,GBPINR,7192,OPTCUR,CE,93,GBPINR28OCTOBER2293CE,GBPINR22O93CE,GBPINR 28OCT22 93 CE,28-10-2022,1,0.0025
5220,CDS,cde_fo,GBPINR,7193,OPTCUR,PE,93,GBPINR28OCTOBER2293PE,GBPINR22O93PE,GBPINR 28OCT22 93 PE,28-10-2022,1,0.0025
5221,CDS,cde_fo,GBPINR,7194,OPTCUR,CE,93.25,GBPINR28OCTOBER2293.25CE,GBPINR22O93.25CE,GBPINR 28OCT22 93.25 CE,28-10-2022,1,0.0025
5222,CDS,cde_fo,USDINR,7199,OPTCUR,CE,88.25,USDINR28OCTOBER2288.25CE,USDINR22O88.25CE,USDINR 28OCT22 88.25 CE,28-10-2022,1,0.0025
5223,CDS,cde_fo,GBPINR,7204,OPTCUR,CE,90.5,GBPINR28NOVEMBER2290.5CE,GBPINR22NOV90.5CE,GBPINR 28NOV22 90.5 CE,28-11-2022,1,0.0025
5224,CDS,cde_fo,GBPINR,7205,OPTCUR,PE,90.5,GBPINR28NOVEMBER2290.5PE,GBPINR22NOV90.5PE,GBPINR 28NOV22 90.5 PE,28-11-2022,1,0.0025
5225,CDS,cde_fo,GBPINR,7206,OPTCUR,PE,93.25,GBPINR28OCTOBER2293.25PE,GBPINR22O93.25PE,GBPINR 28OCT22 93.25 PE,28-10-2022,1,0.0025
5226,CDS,cde_fo,GBPINR,7207,OPTCUR,CE,93.5,GBPINR28OCTOBER2293.5CE,GBPINR22O93.5CE,GBPINR 28OCT22 93.5 CE,28-10-2022,1,0.0025
5227,CDS,cde_fo,USDINR,7208,OPTCUR,PE,88.25,USDINR28OCTOBER2288.25PE,USDINR22O88.25PE,USDINR 28OCT22 88.25 PE,28-10-2022,1,0.0025
5228,CDS,cde_fo,GBPINR,7210,OPTCUR,CE,86.75,GBPINR02DECEMBER2286.75CE,GBPINR22D86.75CE,GBPINR 02DEC22 86.75 CE,02-12-2022,1,0.0025
5229,CDS,cde_fo,GBPINR,7214,OPTCUR,CE,90.75,GBPINR28NOVEMBER2290.75CE,GBPINR22NOV90.75CE,GBPINR 28NOV22 90.75 CE,28-11-2022,1,0.0025
5230,CDS,cde_fo,USDINR,7215,OPTCUR,CE,88.25,USDINR04NOVEMBER2288.25CE,USDINR22N88.25CE,USDINR 04NOV22 88.25 CE,04-11-2022,1,0.0025
5231,CDS,cde_fo,USDINR,7216,OPTCUR,PE,88.25,USDINR04NOVEMBER2288.25PE,USDINR22N88.25PE,USDINR 04NOV22 88.25 PE,04-11-2022,1,0.0025
5232,CDS,cde_fo,USDINR,7217,OPTCUR,CE,88.25,USDINR11NOVEMBER2288.25CE,USDINR22N88.25CE,USDINR 11NOV22 88.25 CE,11-11-2022,1,0.0025
5233,CDS,cde_fo,GBPUSD,7218,OPTCUR,PE,1.075,GBPUSD29MARCH231.075PE,GBPUSD23MAR1.075PE,GBPUSD 29MAR23 1.075 PE,29-03-2023,1,0.0001
5234,CDS,cde_fo,GBPUSD,7219,OPTCUR,CE,1.07,GBPUSD28JUNE231.07CE,GBPUSD23JUN1.07CE,GBPUSD 28JUN23 1.07 CE,28-06-2023,1,0.0001
5235,CDS,cde_fo,GBPUSD,7220,OPTCUR,PE,1.07,GBPUSD28JUNE231.07PE,GBPUSD23JUN1.07PE,GBPUSD 28JUN23 1.07 PE,28-06-2023,1,0.0001
5236,CDS,cde_fo,GBPUSD,7221,OPTCUR,CE,1.075,GBPUSD28JUNE231.075CE,GBPUSD23JUN1.075CE,GBPUSD 28JUN23 1.075 CE,28-06-2023,1,0.0001
5237,CDS,cde_fo,GBPINR,7222,OPTCUR,PE,86.75,GBPINR02DECEMBER2286.75PE,GBPINR22D86.75PE,GBPINR 02DEC22 86.75 PE,02-12-2022,1,0.0025
5238,CDS,cde_fo,GBPINR,7225,OPTCUR,PE,93.5,GBPINR28OCTOBER2293.5PE,GBPINR22O93.5PE,GBPINR 28OCT22 93.5 PE,28-10-2022,1,0.0025
5239,CDS,cde_fo,GBPINR,7226,OPTCUR,CE,93.75,GBPINR28OCTOBER2293.75CE,GBPINR22O93.75CE,GBPINR 28OCT22 93.75 CE,28-10-2022,1,0.0025
5240,CDS,cde_fo,EURINR,7227,OPTCUR,CE,77.75,EURINR28DECEMBER2277.75CE,EURINR22DEC77.75CE,EURINR 28DEC22 77.75 CE,28-12-2022,1,0.0025
5241,CDS,cde_fo,EURINR,7228,OPTCUR,PE,77.75,EURINR28DECEMBER2277.75PE,EURINR22DEC77.75PE,EURINR 28DEC22 77.75 PE,28-12-2022,1,0.0025
5242,CDS,cde_fo,USDINR,7235,OPTCUR,PE,88.25,USDINR11NOVEMBER2288.25PE,USDINR22N88.25PE,USDINR 11NOV22 88.25 PE,11-11-2022,1,0.0025
5243,CDS,cde_fo,USDINR,7236,OPTCUR,CE,88.25,USDINR18NOVEMBER2288.25CE,USDINR22N88.25CE,USDINR 18NOV22 88.25 CE,18-11-2022,1,0.0025
5244,CDS,cde_fo,USDINR,7237,OPTCUR,PE,88.25,USDINR18NOVEMBER2288.25PE,USDINR22N88.25PE,USDINR 18NOV22 88.25 PE,18-11-2022,1,0.0025
5245,CDS,cde_fo,JPYINR,7238,OPTCUR,CE,62.5,JPYINR18NOVEMBER2262.5CE,JPYINR22N62.5CE,JPYINR 18NOV22 62.5 CE,18-11-2022,1,0.0025
5246,CDS,cde_fo,JPYINR,7239,OPTCUR,PE,62.5,JPYINR18NOVEMBER2262.5PE,JPYINR22N62.5PE,JPYINR 18NOV22 62.5 PE,18-11-2022,1,0.0025
5247,CDS,cde_fo,JPYINR,7240,OPTCUR,CE,62.75,JPYINR18NOVEMBER2262.75CE,JPYINR22N62.75CE,JPYINR 18NOV22 62.75 CE,18-11-2022,1,0.0025
5248,CDS,cde_fo,JPYINR,7241,OPTCUR,PE,62.75,JPYINR18NOVEMBER2262.75PE,JPYINR22N62.75PE,JPYINR 18NOV22 62.75 PE,18-11-2022,1,0.0025
5249,CDS,cde_fo,JPYINR,7242,OPTCUR,CE,63,JPYINR18NOVEMBER2263CE,JPYINR22N63CE,JPYINR 18NOV22 63 CE,18-11-2022,1,0.0025
5250,CDS,cde_fo,GBPUSD,7249,OPTCUR,PE,1.19,GBPUSD27OCTOBER221.19PE,GBPUSD22OCT1.19PE,GBPUSD 27OCT22 1.19 PE,27-10-2022,1,0.0001
5251,CDS,cde_fo,GBPUSD,7250,OPTCUR,CE,1.195,GBPUSD27OCTOBER221.195CE,GBPUSD22OCT1.195CE,GBPUSD 27OCT22 1.195 CE,27-10-2022,1,0.0001
5252,CDS,cde_fo,GBPINR,7251,OPTCUR,PE,93.75,GBPINR28OCTOBER2293.75PE,GBPINR22O93.75PE,GBPINR 28OCT22 93.75 PE,28-10-2022,1,0.0025
5253,CDS,cde_fo,GBPINR,7252,OPTCUR,CE,94,GBPINR28OCTOBER2294CE,GBPINR22O94CE,GBPINR 28OCT22 94 CE,28-10-2022,1,0.0025
5254,CDS,cde_fo,JPYINR,7253,OPTCUR,PE,63,JPYINR18NOVEMBER2263PE,JPYINR22N63PE,JPYINR 18NOV22 63 PE,18-11-2022,1,0.0025
5255,CDS,cde_fo,GBPINR,7254,OPTCUR,PE,90.75,GBPINR28NOVEMBER2290.75PE,GBPINR22NOV90.75PE,GBPINR 28NOV22 90.75 PE,28-11-2022,1,0.0025
5256,CDS,cde_fo,GBPINR,7255,OPTCUR,CE,91,GBPINR28NOVEMBER2291CE,GBPINR22NOV91CE,GBPINR 28NOV22 91 CE,28-11-2022,1,0.0025
5257,CDS,cde_fo,GBPINR,7256,OPTCUR,PE,91,GBPINR28NOVEMBER2291PE,GBPINR22NOV91PE,GBPINR 28NOV22 91 PE,28-11-2022,1,0.0025
5258,CDS,cde_fo,GBPINR,7257,OPTCUR,CE,91.25,GBPINR28NOVEMBER2291.25CE,GBPINR22NOV91.25CE,GBPINR 28NOV22 91.25 CE,28-11-2022,1,0.0025
5259,CDS,cde_fo,GBPINR,7258,OPTCUR,PE,91.25,GBPINR28NOVEMBER2291.25PE,GBPINR22NOV91.25PE,GBPINR 28NOV22 91.25 PE,28-11-2022,1,0.0025
5260,CDS,cde_fo,GBPINR,7265,OPTCUR,PE,94,GBPINR28OCTOBER2294PE,GBPINR22O94PE,GBPINR 28OCT22 94 PE,28-10-2022,1,0.0025
5261,CDS,cde_fo,GBPINR,7266,OPTCUR,CE,94.25,GBPINR28OCTOBER2294.25CE,GBPINR22O94.25CE,GBPINR 28OCT22 94.25 CE,28-10-2022,1,0.0025
5262,CDS,cde_fo,GBPINR,7267,OPTCUR,PE,94.25,GBPINR28OCTOBER2294.25PE,GBPINR22O94.25PE,GBPINR 28OCT22 94.25 PE,28-10-2022,1,0.0025
5263,CDS,cde_fo,GBPINR,7268,OPTCUR,CE,94.5,GBPINR28OCTOBER2294.5CE,GBPINR22O94.5CE,GBPINR 28OCT22 94.5 CE,28-10-2022,1,0.0025
5264,CDS,cde_fo,GBPINR,7269,OPTCUR,CE,91.5,GBPINR28NOVEMBER2291.5CE,GBPINR22NOV91.5CE,GBPINR 28NOV22 91.5 CE,28-11-2022,1,0.0025
5265,CDS,cde_fo,GBPINR,7270,OPTCUR,PE,91.5,GBPINR28NOVEMBER2291.5PE,GBPINR22NOV91.5PE,GBPINR 28NOV22 91.5 PE,28-11-2022,1,0.0025
5266,CDS,cde_fo,USDINR,7280,OPTCUR,CE,88.25,USDINR25NOVEMBER2288.25CE,USDINR22N88.25CE,USDINR 25NOV22 88.25 CE,25-11-2022,1,0.0025
5267,CDS,cde_fo,USDINR,7281,OPTCUR,PE,88.25,USDINR25NOVEMBER2288.25PE,USDINR22N88.25PE,USDINR 25NOV22 88.25 PE,25-11-2022,1,0.0025
5268,CDS,cde_fo,USDINR,7282,OPTCUR,CE,88.25,USDINR28NOVEMBER2288.25CE,USDINR22NOV88.25CE,USDINR 28NOV22 88.25 CE,28-11-2022,1,0.0025
5269,CDS,cde_fo,USDINR,7283,OPTCUR,PE,88.25,USDINR28NOVEMBER2288.25PE,USDINR22NOV88.25PE,USDINR 28NOV22 88.25 PE,28-11-2022,1,0.0025
5270,CDS,cde_fo,USDINR,7284,OPTCUR,CE,88.25,USDINR02DECEMBER2288.25CE,USDINR22D88.25CE,USDINR 02DEC22 88.25 CE,02-12-2022,1,0.0025
5271,CDS,cde_fo,USDINR,7285,OPTCUR,PE,88.25,USDINR02DECEMBER2288.25PE,USDINR22D88.25PE,USDINR 02DEC22 88.25 PE,02-12-2022,1,0.0025
5272,CDS,cde_fo,USDINR,7286,OPTCUR,CE,82.5,USDINR28DECEMBER2282.5CE,USDINR22DEC82.5CE,USDINR 28DEC22 82.5 CE,28-12-2022,1,0.0025
5273,CDS,cde_fo,USDINR,7287,OPTCUR,PE,82.5,USDINR28DECEMBER2282.5PE,USDINR22DEC82.5PE,USDINR 28DEC22 82.5 PE,28-12-2022,1,0.0025
5274,CDS,cde_fo,USDINR,7288,OPTCUR,CE,82.75,USDINR28DECEMBER2282.75CE,USDINR22DEC82.75CE,USDINR 28DEC22 82.75 CE,28-12-2022,1,0.0025
5275,CDS,cde_fo,USDINR,7289,OPTCUR,PE,82.75,USDINR28DECEMBER2282.75PE,USDINR22DEC82.75PE,USDINR 28DEC22 82.75 PE,28-12-2022,1,0.0025
5276,CDS,cde_fo,USDINR,7290,OPTCUR,CE,83,USDINR28DECEMBER2283CE,USDINR22DEC83CE,USDINR 28DEC22 83 CE,28-12-2022,1,0.0025
5277,CDS,cde_fo,USDINR,7291,OPTCUR,PE,83,USDINR28DECEMBER2283PE,USDINR22DEC83PE,USDINR 28DEC22 83 PE,28-12-2022,1,0.0025
5278,CDS,cde_fo,GBPINR,7292,OPTCUR,CE,91.75,GBPINR28NOVEMBER2291.75CE,GBPINR22NOV91.75CE,GBPINR 28NOV22 91.75 CE,28-11-2022,1,0.0025
5279,CDS,cde_fo,GBPINR,7293,OPTCUR,PE,91.75,GBPINR28NOVEMBER2291.75PE,GBPINR22NOV91.75PE,GBPINR 28NOV22 91.75 PE,28-11-2022,1,0.0025
5280,CDS,cde_fo,GBPINR,7294,OPTCUR,CE,92,GBPINR28NOVEMBER2292CE,GBPINR22NOV92CE,GBPINR 28NOV22 92 CE,28-11-2022,1,0.0025
5281,CDS,cde_fo,GBPINR,7295,OPTCUR,PE,92,GBPINR28NOVEMBER2292PE,GBPINR22NOV92PE,GBPINR 28NOV22 92 PE,28-11-2022,1,0.0025
5282,CDS,cde_fo,GBPINR,7296,OPTCUR,CE,92.25,GBPINR28NOVEMBER2292.25CE,GBPINR22NOV92.25CE,GBPINR 28NOV22 92.25 CE,28-11-2022,1,0.0025
5283,CDS,cde_fo,GBPINR,7297,OPTCUR,PE,92.25,GBPINR28NOVEMBER2292.25PE,GBPINR22NOV92.25PE,GBPINR 28NOV22 92.25 PE,28-11-2022,1,0.0025
5284,CDS,cde_fo,GBPINR,7298,OPTCUR,CE,92.5,GBPINR28NOVEMBER2292.5CE,GBPINR22NOV92.5CE,GBPINR 28NOV22 92.5 CE,28-11-2022,1,0.0025
5285,CDS,cde_fo,GBPINR,7299,OPTCUR,PE,92.5,GBPINR28NOVEMBER2292.5PE,GBPINR22NOV92.5PE,GBPINR 28NOV22 92.5 PE,28-11-2022,1,0.0025
5286,CDS,cde_fo,EURINR,7300,OPTCUR,CE,79.75,EURINR04NOVEMBER2279.75CE,EURINR22N79.75CE,EURINR 04NOV22 79.75 CE,04-11-2022,1,0.0025
5287,CDS,cde_fo,EURINR,7301,OPTCUR,PE,79.75,EURINR04NOVEMBER2279.75PE,EURINR22N79.75PE,EURINR 04NOV22 79.75 PE,04-11-2022,1,0.0025
5288,CDS,cde_fo,USDINR,7302,OPTCUR,CE,88.25,USDINR09DECEMBER2288.25CE,USDINR22D88.25CE,USDINR 09DEC22 88.25 CE,09-12-2022,1,0.0025
5289,CDS,cde_fo,USDINR,7303,OPTCUR,PE,88.25,USDINR09DECEMBER2288.25PE,USDINR22D88.25PE,USDINR 09DEC22 88.25 PE,09-12-2022,1,0.0025
5290,CDS,cde_fo,GBPINR,7304,OPTCUR,CE,92.75,GBPINR28NOVEMBER2292.75CE,GBPINR22NOV92.75CE,GBPINR 28NOV22 92.75 CE,28-11-2022,1,0.0025
5291,CDS,cde_fo,GBPINR,7305,OPTCUR,PE,92.75,GBPINR28NOVEMBER2292.75PE,GBPINR22NOV92.75PE,GBPINR 28NOV22 92.75 PE,28-11-2022,1,0.0025
5292,CDS,cde_fo,JPYINR,7306,OPTCUR,CE,63.25,JPYINR18NOVEMBER2263.25CE,JPYINR22N63.25CE,JPYINR 18NOV22 63.25 CE,18-11-2022,1,0.0025
5293,CDS,cde_fo,JPYINR,7307,OPTCUR,PE,63.25,JPYINR18NOVEMBER2263.25PE,JPYINR22N63.25PE,JPYINR 18NOV22 63.25 PE,18-11-2022,1,0.0025
5294,CDS,cde_fo,GBPUSD,7310,OPTCUR,PE,1.195,GBPUSD27OCTOBER221.195PE,GBPUSD22OCT1.195PE,GBPUSD 27OCT22 1.195 PE,27-10-2022,1,0.0001
5295,CDS,cde_fo,GBPUSD,7311,OPTCUR,CE,1.2,GBPUSD27OCTOBER221.2CE,GBPUSD22OCT1.2CE,GBPUSD 27OCT22 1.2 CE,27-10-2022,1,0.0001
5296,CDS,cde_fo,JPYINR,7312,OPTCUR,CE,51.25,JPYINR28NOVEMBER2251.25CE,JPYINR22NOV51.25CE,JPYINR 28NOV22 51.25 CE,28-11-2022,1,0.0025
5297,CDS,cde_fo,JPYINR,7313,OPTCUR,PE,51.25,JPYINR28NOVEMBER2251.25PE,JPYINR22NOV51.25PE,JPYINR 28NOV22 51.25 PE,28-11-2022,1,0.0025
5298,CDS,cde_fo,USDINR,7316,OPTCUR,CE,88,USDINR16DECEMBER2288CE,USDINR22D88CE,USDINR 16DEC22 88 CE,16-12-2022,1,0.0025
5299,CDS,cde_fo,JPYINR,7317,OPTCUR,CE,51.25,JPYINR28DECEMBER2251.25CE,JPYINR22DEC51.25CE,JPYINR 28DEC22 51.25 CE,28-12-2022,1,0.0025
5300,CDS,cde_fo,JPYINR,7318,OPTCUR,PE,51.25,JPYINR28DECEMBER2251.25PE,JPYINR22DEC51.25PE,JPYINR 28DEC22 51.25 PE,28-12-2022,1,0.0025
5301,CDS,cde_fo,JPYINR,7319,OPTCUR,CE,51.25,JPYINR29MARCH2351.25CE,JPYINR23MAR51.25CE,JPYINR 29MAR23 51.25 CE,29-03-2023,1,0.0025
5302,CDS,cde_fo,USDINR,7320,OPTCUR,PE,88,USDINR16DECEMBER2288PE,USDINR22D88PE,USDINR 16DEC22 88 PE,16-12-2022,1,0.0025
5303,CDS,cde_fo,GBPUSD,7321,OPTCUR,CE,1.19,GBPUSD28DECEMBER221.19CE,GBPUSD22DEC1.19CE,GBPUSD 28DEC22 1.19 CE,28-12-2022,1,0.0001
5304,CDS,cde_fo,GBPUSD,7322,OPTCUR,PE,1.19,GBPUSD28DECEMBER221.19PE,GBPUSD22DEC1.19PE,GBPUSD 28DEC22 1.19 PE,28-12-2022,1,0.0001
5305,CDS,cde_fo,JPYINR,7323,OPTCUR,PE,51.25,JPYINR29MARCH2351.25PE,JPYINR23MAR51.25PE,JPYINR 29MAR23 51.25 PE,29-03-2023,1,0.0025
5306,CDS,cde_fo,JPYINR,7324,OPTCUR,CE,51.25,JPYINR28JUNE2351.25CE,JPYINR23JUN51.25CE,JPYINR 28JUN23 51.25 CE,28-06-2023,1,0.0025
5307,CDS,cde_fo,GBPINR,7326,OPTCUR,CE,87,GBPINR02DECEMBER2287CE,GBPINR22D87CE,GBPINR 02DEC22 87 CE,02-12-2022,1,0.0025
5308,CDS,cde_fo,GBPINR,7327,OPTCUR,PE,87,GBPINR02DECEMBER2287PE,GBPINR22D87PE,GBPINR 02DEC22 87 PE,02-12-2022,1,0.0025
5309,CDS,cde_fo,GBPINR,7332,OPTCUR,PE,94.5,GBPINR28OCTOBER2294.5PE,GBPINR22O94.5PE,GBPINR 28OCT22 94.5 PE,28-10-2022,1,0.0025
5310,CDS,cde_fo,GBPINR,7333,OPTCUR,CE,94.75,GBPINR28OCTOBER2294.75CE,GBPINR22O94.75CE,GBPINR 28OCT22 94.75 CE,28-10-2022,1,0.0025
5311,CDS,cde_fo,USDINR,7339,OPTCUR,CE,88.25,USDINR16DECEMBER2288.25CE,USDINR22D88.25CE,USDINR 16DEC22 88.25 CE,16-12-2022,1,0.0025
5312,CDS,cde_fo,USDINR,7340,OPTCUR,PE,88.25,USDINR16DECEMBER2288.25PE,USDINR22D88.25PE,USDINR 16DEC22 88.25 PE,16-12-2022,1,0.0025
5313,CDS,cde_fo,JPYINR,7341,OPTCUR,CE,58,JPYINR28DECEMBER2258CE,JPYINR22DEC58CE,JPYINR 28DEC22 58 CE,28-12-2022,1,0.0025
5314,CDS,cde_fo,JPYINR,7342,OPTCUR,PE,58,JPYINR28DECEMBER2258PE,JPYINR22DEC58PE,JPYINR 28DEC22 58 PE,28-12-2022,1,0.0025
5315,CDS,cde_fo,GBPUSD,7345,OPTCUR,CE,1.485,GBPUSD28DECEMBER221.485CE,GBPUSD22DEC1.485CE,GBPUSD 28DEC22 1.485 CE,28-12-2022,1,0.0001
5316,CDS,cde_fo,GBPUSD,7346,OPTCUR,PE,1.485,GBPUSD28DECEMBER221.485PE,GBPUSD22DEC1.485PE,GBPUSD 28DEC22 1.485 PE,28-12-2022,1,0.0001
5317,CDS,cde_fo,GBPINR,7347,OPTCUR,PE,94.75,GBPINR28OCTOBER2294.75PE,GBPINR22O94.75PE,GBPINR 28OCT22 94.75 PE,28-10-2022,1,0.0025
5318,CDS,cde_fo,GBPINR,7348,OPTCUR,CE,95,GBPINR28OCTOBER2295CE,GBPINR22O95CE,GBPINR 28OCT22 95 CE,28-10-2022,1,0.0025
5319,CDS,cde_fo,JPYINR,7350,OPTCUR,CE,62.75,JPYINR21OCTOBER2262.75CE,JPYINR22O62.75CE,JPYINR 21OCT22 62.75 CE,21-10-2022,1,0.0025
5320,CDS,cde_fo,JPYINR,7351,OPTCUR,PE,51.25,JPYINR28JUNE2351.25PE,JPYINR23JUN51.25PE,JPYINR 28JUN23 51.25 PE,28-06-2023,1,0.0025
5321,CDS,cde_fo,USDINR,7352,OPTCUR,CE,76.25,USDINR23DECEMBER2276.25CE,USDINR22D76.25CE,USDINR 23DEC22 76.25 CE,23-12-2022,1,0.0025
5322,CDS,cde_fo,GBPUSD,7353,OPTCUR,PE,1.075,GBPUSD28JUNE231.075PE,GBPUSD23JUN1.075PE,GBPUSD 28JUN23 1.075 PE,28-06-2023,1,0.0001
5323,CDS,cde_fo,USDINR,7354,OPTCUR,CE,73.75,USDINR18NOVEMBER2273.75CE,USDINR22N73.75CE,USDINR 18NOV22 73.75 CE,18-11-2022,1,0.0025
5324,CDS,cde_fo,USDINR,7355,OPTCUR,PE,76.25,USDINR23DECEMBER2276.25PE,USDINR22D76.25PE,USDINR 23DEC22 76.25 PE,23-12-2022,1,0.0025
5325,CDS,cde_fo,USDINR,7356,OPTCUR,CE,76.5,USDINR23DECEMBER2276.5CE,USDINR22D76.5CE,USDINR 23DEC22 76.5 CE,23-12-2022,1,0.0025
5326,CDS,cde_fo,USDINR,7359,OPTCUR,PE,76.5,USDINR23DECEMBER2276.5PE,USDINR22D76.5PE,USDINR 23DEC22 76.5 PE,23-12-2022,1,0.0025
5327,CDS,cde_fo,USDINR,7360,OPTCUR,PE,73.75,USDINR18NOVEMBER2273.75PE,USDINR22N73.75PE,USDINR 18NOV22 73.75 PE,18-11-2022,1,0.0025
5328,CDS,cde_fo,USDINR,7361,OPTCUR,CE,74,USDINR18NOVEMBER2274CE,USDINR22N74CE,USDINR 18NOV22 74 CE,18-11-2022,1,0.0025
5329,CDS,cde_fo,JPYINR,7362,OPTCUR,PE,62.75,JPYINR21OCTOBER2262.75PE,JPYINR22O62.75PE,JPYINR 21OCT22 62.75 PE,21-10-2022,1,0.0025
5330,CDS,cde_fo,GBPINR,7365,OPTCUR,PE,95,GBPINR28OCTOBER2295PE,GBPINR22O95PE,GBPINR 28OCT22 95 PE,28-10-2022,1,0.0025
5331,CDS,cde_fo,GBPINR,7366,OPTCUR,CE,95.25,GBPINR28OCTOBER2295.25CE,GBPINR22O95.25CE,GBPINR 28OCT22 95.25 CE,28-10-2022,1,0.0025
5332,CDS,cde_fo,GBPINR,7367,OPTCUR,PE,95.25,GBPINR28OCTOBER2295.25PE,GBPINR22O95.25PE,GBPINR 28OCT22 95.25 PE,28-10-2022,1,0.0025
5333,CDS,cde_fo,JPYINR,7368,OPTCUR,CE,63,JPYINR21OCTOBER2263CE,JPYINR22O63CE,JPYINR 21OCT22 63 CE,21-10-2022,1,0.0025
5334,CDS,cde_fo,JPYINR,7369,OPTCUR,PE,63,JPYINR21OCTOBER2263PE,JPYINR22O63PE,JPYINR 21OCT22 63 PE,21-10-2022,1,0.0025
5335,CDS,cde_fo,JPYINR,7370,OPTCUR,CE,63.25,JPYINR21OCTOBER2263.25CE,JPYINR22O63.25CE,JPYINR 21OCT22 63.25 CE,21-10-2022,1,0.0025
5336,CDS,cde_fo,JPYINR,7371,OPTCUR,PE,63.25,JPYINR21OCTOBER2263.25PE,JPYINR22O63.25PE,JPYINR 21OCT22 63.25 PE,21-10-2022,1,0.0025
5337,CDS,cde_fo,GBPINR,7372,OPTCUR,CE,87.25,GBPINR02DECEMBER2287.25CE,GBPINR22D87.25CE,GBPINR 02DEC22 87.25 CE,02-12-2022,1,0.0025
5338,CDS,cde_fo,GBPINR,7373,OPTCUR,PE,87.25,GBPINR02DECEMBER2287.25PE,GBPINR22D87.25PE,GBPINR 02DEC22 87.25 PE,02-12-2022,1,0.0025
5339,CDS,cde_fo,JPYINR,7376,OPTCUR,PE,61.5,JPYINR28JUNE2361.5PE,JPYINR23JUN61.5PE,JPYINR 28JUN23 61.5 PE,28-06-2023,1,0.0025
5340,CDS,cde_fo,JPYINR,7377,OPTCUR,CE,61.75,JPYINR28JUNE2361.75CE,JPYINR23JUN61.75CE,JPYINR 28JUN23 61.75 CE,28-06-2023,1,0.0025
5341,CDS,cde_fo,USDINR,7380,OPTCUR,CE,76.75,USDINR23DECEMBER2276.75CE,USDINR22D76.75CE,USDINR 23DEC22 76.75 CE,23-12-2022,1,0.0025
5342,CDS,cde_fo,USDINR,7381,OPTCUR,PE,76.75,USDINR23DECEMBER2276.75PE,USDINR22D76.75PE,USDINR 23DEC22 76.75 PE,23-12-2022,1,0.0025
5343,CDS,cde_fo,JPYINR,7382,OPTCUR,CE,55.25,JPYINR28DECEMBER2255.25CE,JPYINR22DEC55.25CE,JPYINR 28DEC22 55.25 CE,28-12-2022,1,0.0025
5344,CDS,cde_fo,JPYINR,7383,OPTCUR,PE,55.25,JPYINR28DECEMBER2255.25PE,JPYINR22DEC55.25PE,JPYINR 28DEC22 55.25 PE,28-12-2022,1,0.0025
