id,Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size
1,CDS,cde_fo,EURINR,1001,FUTCUR,XX,-1,EURINR23JUNFUT,EURINR23JUNFUT,EURINR 28JUN23 FUT,28-06-2023,1,0.0025
2,CDS,cde_fo,EURINR,1002,OPTCUR,CE,87,EURINR21OCTOBER2287CE,EURINR22O87CE,EURINR 21OCT22 87 CE,21-10-2022,1,0.0025
3,CDS,cde_fo,EURINR,1003,OPTCUR,CE,86,EURINR02DECEMBER2286CE,EURINR22D86CE,EURINR 02DEC22 86 CE,02-12-2022,1,0.0025
4,CDS,cde_fo,EURINR,1004,FUTCUR,XX,-1,EURINR22DECFUT,EURINR22DFUT,EURINR 16DEC22 FUT,16-12-2022,1,0.0025
5,CDS,cde_fo,EURINR,1005,OPTCUR,CE,86,EURINR28NOVEMBER2286CE,EURINR22NOV86CE,EURINR 28NOV22 86 CE,28-11-2022,1,0.0025
6,CDS,cde_fo,EURUSD,1006,FUTCUR,XX,-1,EURUSD23JUNFUT,EURUSD23JUNFUT,EURUSD 28JUN23 FUT,28-06-2023,1,0.0001
7,CDS,cde_fo,EURINR,1007,OPTCUR,PE,87,EURINR21OCTOBER2287PE,EURINR22O87PE,EURINR 21OCT22 87 PE,21-10-2022,1,0.0025
8,CDS,cde_fo,EURINR,1010,FUTCUR,XX,-1,EURINR23MARFUT,EURINR23MARFUT,EURINR 29MAR23 FUT,29-03-2023,1,0.0025
9,CDS,cde_fo,GBPINR,1012,OPTCUR,CE,95,GBPINR16DECEMBER2295CE,GBPINR22D95CE,GBPINR 16DEC22 95 CE,16-12-2022,1,0.0025
10,CDS,cde_fo,EURUSD,1016,FUTCUR,XX,-1,EURUSD23MARFUT,EURUSD23MARFUT,EURUSD 29MAR23 FUT,29-03-2023,1,0.0001
11,CDS,cde_fo,GBPINR,1018,FUTCUR,XX,-1,GBPINR22DECFUT,GBPINR22DFUT,GBPINR 16DEC22 FUT,16-12-2022,1,0.0025
12,CDS,cde_fo,EURUSD,1020,OPTCUR,CE,1.14,EURUSD27OCTOBER221.14CE,EURUSD22OCT1.14CE,EURUSD 27OCT22 1.14 CE,27-10-2022,1,0.0001
13,CDS,cde_fo,EURUSD,1022,OPTCUR,CE,0.935,EURUSD28JUNE230.935CE,EURUSD23JUN0.935CE,EURUSD 28JUN23 0.935 CE,28-06-2023,1,0.0001
14,CDS,cde_fo,EURUSD,1023,OPTCUR,PE,1.14,EURUSD27OCTOBER221.14PE,EURUSD22OCT1.14PE,EURUSD 27OCT22 1.14 PE,27-10-2022,1,0.0001
15,CDS,cde_fo,EURINR,1024,FUTCUR,XX,-1,EURINR22NOVFUT,EURINR22NFUT,EURINR 18NOV22 FUT,18-11-2022,1,0.0025
16,CDS,cde_fo,EURUSD,1025,OPTCUR,PE,0.935,EURUSD28JUNE230.935PE,EURUSD23JUN0.935PE,EURUSD 28JUN23 0.935 PE,28-06-2023,1,0.0001
17,CDS,cde_fo,GBPUSD,1026,OPTCUR,CE,1.335,GBPUSD27OCTOBER221.335CE,GBPUSD22OCT1.335CE,GBPUSD 27OCT22 1.335 CE,27-10-2022,1,0.0001
18,CDS,cde_fo,EURINR,1027,FUTCUR,XX,-1,EURINR22OCTFUT,EURINR22OFUT,EURINR 21OCT22 FUT,21-10-2022,1,0.0025
19,CDS,cde_fo,GBPINR,1028,FUTCUR,XX,-1,GBPINR22OCTFUT,GBPINR22OFUT,GBPINR 21OCT22 FUT,21-10-2022,1,0.0025
20,CDS,cde_fo,EURINR,1029,OPTCUR,PE,86,EURINR28NOVEMBER2286PE,EURINR22NOV86PE,EURINR 28NOV22 86 PE,28-11-2022,1,0.0025
21,CDS,cde_fo,EURUSD,1030,OPTCUR,CE,1.145,EURUSD27OCTOBER221.145CE,EURUSD22OCT1.145CE,EURUSD 27OCT22 1.145 CE,27-10-2022,1,0.0001
22,CDS,cde_fo,EURUSD,1031,OPTCUR,PE,1.145,EURUSD27OCTOBER221.145PE,EURUSD22OCT1.145PE,EURUSD 27OCT22 1.145 PE,27-10-2022,1,0.0001
23,CDS,cde_fo,JPYINR,1034,FUTCUR,XX,-1,JPYINR22DECFUT,JPYINR22DFUT,JPYINR 16DEC22 FUT,16-12-2022,1,0.0025
24,CDS,cde_fo,JPYINR,1035,OPTCUR,CE,53,JPYINR28OCTOBER2253CE,JPYINR22O53CE,JPYINR 28OCT22 53 CE,28-10-2022,1,0.0025
25,CDS,cde_fo,JPYINR,1036,OPTCUR,PE,53,JPYINR28OCTOBER2253PE,JPYINR22O53PE,JPYINR 28OCT22 53 PE,28-10-2022,1,0.0025
26,CDS,cde_fo,USDINR,1037,FUTCUR,XX,-1,USDINR22DECFUT,USDINR22DFUT,USDINR 16DEC22 FUT,16-12-2022,1,0.0025
27,CDS,cde_fo,JPYINR,1038,OPTCUR,CE,52.25,JPYINR28NOVEMBER2252.25CE,JPYINR22NOV52.25CE,JPYINR 28NOV22 52.25 CE,28-11-2022,1,0.0025
28,CDS,cde_fo,EURUSD,1039,OPTCUR,CE,0.875,EURUSD28NOVEMBER220.875CE,EURUSD22NOV0.875CE,EURUSD 28NOV22 0.875 CE,28-11-2022,1,0.0001
29,CDS,cde_fo,EURINR,1040,OPTCUR,CE,73.25,EURINR18NOVEMBER2273.25CE,EURINR22N73.25CE,EURINR 18NOV22 73.25 CE,18-11-2022,1,0.0025
30,CDS,cde_fo,EURINR,1041,FUTCUR,XX,-1,EURINR22DECFUT,EURINR22DECFUT,EURINR 28DEC22 FUT,28-12-2022,1,0.0025
31,CDS,cde_fo,JPYINR,1042,OPTCUR,PE,52.25,JPYINR28NOVEMBER2252.25PE,JPYINR22NOV52.25PE,JPYINR 28NOV22 52.25 PE,28-11-2022,1,0.0025
32,CDS,cde_fo,EURINR,1043,OPTCUR,PE,73.25,EURINR18NOVEMBER2273.25PE,EURINR22N73.25PE,EURINR 18NOV22 73.25 PE,18-11-2022,1,0.0025
33,CDS,cde_fo,GBPUSD,1044,OPTCUR,CE,1.095,GBPUSD28JUNE231.095CE,GBPUSD23JUN1.095CE,GBPUSD 28JUN23 1.095 CE,28-06-2023,1,0.0001
34,CDS,cde_fo,GBPINR,1045,FUTCUR,XX,-1,GBPINR23JUNFUT,GBPINR23JUNFUT,GBPINR 28JUN23 FUT,28-06-2023,1,0.0025
35,CDS,cde_fo,EURUSD,1047,FUTCUR,XX,-1,EURUSD22DECFUT,EURUSD22DECFUT,EURUSD 28DEC22 FUT,28-12-2022,1,0.0001
36,CDS,cde_fo,USDINR,1048,OPTCUR,CE,73.75,USDINR28NOVEMBER2273.75CE,USDINR22NOV73.75CE,USDINR 28NOV22 73.75 CE,28-11-2022,1,0.0025
37,CDS,cde_fo,GBPINR,1050,FUTCUR,XX,-1,GBPINR22DECFUT,GBPINR22DECFUT,GBPINR 28DEC22 FUT,28-12-2022,1,0.0025
38,CDS,cde_fo,EURINR,1051,OPTCUR,PE,86,EURINR02DECEMBER2286PE,EURINR22D86PE,EURINR 02DEC22 86 PE,02-12-2022,1,0.0025
39,CDS,cde_fo,EURINR,1052,OPTCUR,CE,86,EURINR09DECEMBER2286CE,EURINR22D86CE,EURINR 09DEC22 86 CE,09-12-2022,1,0.0025
40,CDS,cde_fo,USDINR,1053,OPTCUR,PE,73.75,USDINR28NOVEMBER2273.75PE,USDINR22NOV73.75PE,USDINR 28NOV22 73.75 PE,28-11-2022,1,0.0025
41,CDS,cde_fo,USDINR,1054,OPTCUR,CE,85.5,USDINR28OCTOBER2285.5CE,USDINR22O85.5CE,USDINR 28OCT22 85.5 CE,28-10-2022,1,0.0025
42,CDS,cde_fo,EURINR,1055,OPTCUR,PE,86,EURINR09DECEMBER2286PE,EURINR22D86PE,EURINR 09DEC22 86 PE,09-12-2022,1,0.0025
43,CDS,cde_fo,GBPUSD,1056,OPTCUR,PE,1.095,GBPUSD28JUNE231.095PE,GBPUSD23JUN1.095PE,GBPUSD 28JUN23 1.095 PE,28-06-2023,1,0.0001
44,CDS,cde_fo,EURINR,1057,OPTCUR,CE,85.75,EURINR16DECEMBER2285.75CE,EURINR22D85.75CE,EURINR 16DEC22 85.75 CE,16-12-2022,1,0.0025
45,CDS,cde_fo,USDINR,1058,OPTCUR,PE,85.5,USDINR28OCTOBER2285.5PE,USDINR22O85.5PE,USDINR 28OCT22 85.5 PE,28-10-2022,1,0.0025
46,CDS,cde_fo,EURINR,1059,OPTCUR,CE,74,EURINR23DECEMBER2274CE,EURINR22D74CE,EURINR 23DEC22 74 CE,23-12-2022,1,0.0025
47,CDS,cde_fo,EURINR,1060,OPTCUR,PE,74,EURINR23DECEMBER2274PE,EURINR22D74PE,EURINR 23DEC22 74 PE,23-12-2022,1,0.0025
48,CDS,cde_fo,EURINR,1062,OPTCUR,PE,85.75,EURINR16DECEMBER2285.75PE,EURINR22D85.75PE,EURINR 16DEC22 85.75 PE,16-12-2022,1,0.0025
49,CDS,cde_fo,EURINR,1063,FUTCUR,XX,-1,EURINR22NOVFUT,EURINR22NOVFUT,EURINR 28NOV22 FUT,28-11-2022,1,0.0025
50,CDS,cde_fo,GBPUSD,1064,OPTCUR,PE,1.335,GBPUSD27OCTOBER221.335PE,GBPUSD22OCT1.335PE,GBPUSD 27OCT22 1.335 PE,27-10-2022,1,0.0001
51,CDS,cde_fo,GBPUSD,1065,OPTCUR,CE,1.1,GBPUSD28JUNE231.1CE,GBPUSD23JUN1.1CE,GBPUSD 28JUN23 1.1 CE,28-06-2023,1,0.0001
52,CDS,cde_fo,EURUSD,1066,OPTCUR,PE,0.875,EURUSD28NOVEMBER220.875PE,EURUSD22NOV0.875PE,EURUSD 28NOV22 0.875 PE,28-11-2022,1,0.0001
53,CDS,cde_fo,EURINR,1067,OPTCUR,CE,73.5,EURINR18NOVEMBER2273.5CE,EURINR22N73.5CE,EURINR 18NOV22 73.5 CE,18-11-2022,1,0.0025
54,CDS,cde_fo,EURINR,1068,OPTCUR,PE,73.5,EURINR18NOVEMBER2273.5PE,EURINR22N73.5PE,EURINR 18NOV22 73.5 PE,18-11-2022,1,0.0025
55,CDS,cde_fo,EURINR,1069,OPTCUR,CE,73.25,EURINR28NOVEMBER2273.25CE,EURINR22NOV73.25CE,EURINR 28NOV22 73.25 CE,28-11-2022,1,0.0025
56,CDS,cde_fo,EURINR,1070,OPTCUR,PE,73.25,EURINR28NOVEMBER2273.25PE,EURINR22NOV73.25PE,EURINR 28NOV22 73.25 PE,28-11-2022,1,0.0025
57,CDS,cde_fo,USDJPY,1071,OPTCUR,CE,149,USDJPY28NOVEMBER22149CE,USDJPY22NOV149CE,USDJPY 28NOV22 149 CE,28-11-2022,1,0.01
58,CDS,cde_fo,EURINR,1072,OPTCUR,CE,73.5,EURINR28NOVEMBER2273.5CE,EURINR22NOV73.5CE,EURINR 28NOV22 73.5 CE,28-11-2022,1,0.0025
59,CDS,cde_fo,EURINR,1073,OPTCUR,CE,86,EURINR16DECEMBER2286CE,EURINR22D86CE,EURINR 16DEC22 86 CE,16-12-2022,1,0.0025
60,CDS,cde_fo,EURINR,1074,OPTCUR,CE,86.25,EURINR18NOVEMBER2286.25CE,EURINR22N86.25CE,EURINR 18NOV22 86.25 CE,18-11-2022,1,0.0025
61,CDS,cde_fo,EURINR,1075,OPTCUR,PE,86,EURINR16DECEMBER2286PE,EURINR22D86PE,EURINR 16DEC22 86 PE,16-12-2022,1,0.0025
62,CDS,cde_fo,EURINR,1076,OPTCUR,PE,86.25,EURINR18NOVEMBER2286.25PE,EURINR22N86.25PE,EURINR 18NOV22 86.25 PE,18-11-2022,1,0.0025
63,CDS,cde_fo,EURINR,1077,OPTCUR,CE,74.25,EURINR23DECEMBER2274.25CE,EURINR22D74.25CE,EURINR 23DEC22 74.25 CE,23-12-2022,1,0.0025
64,CDS,cde_fo,GBPUSD,1079,OPTCUR,PE,1.1,GBPUSD28JUNE231.1PE,GBPUSD23JUN1.1PE,GBPUSD 28JUN23 1.1 PE,28-06-2023,1,0.0001
65,CDS,cde_fo,GBPUSD,1080,FUTCUR,XX,-1,GBPUSD23JUNFUT,GBPUSD23JUNFUT,GBPUSD 28JUN23 FUT,28-06-2023,1,0.0001
66,CDS,cde_fo,JPYINR,1081,FUTCUR,XX,-1,JPYINR22OCTFUT,JPYINR22OFUT,JPYINR 21OCT22 FUT,21-10-2022,1,0.0025
67,CDS,cde_fo,EURINR,1083,OPTCUR,PE,73.5,EURINR28NOVEMBER2273.5PE,EURINR22NOV73.5PE,EURINR 28NOV22 73.5 PE,28-11-2022,1,0.0025
68,CDS,cde_fo,EURINR,1085,OPTCUR,CE,85.75,EURINR27SEPTEMBER2385.75CE,EURINR23SEP85.75CE,EURINR 27SEP23 85.75 CE,27-09-2023,1,0.0025
69,CDS,cde_fo,EURINR,1086,FUTCUR,XX,-1,EURINR22OCTFUT,EURINR22OCTFUT,EURINR 27OCT22 FUT,27-10-2022,1,0.0025
70,CDS,cde_fo,EURINR,1088,OPTCUR,PE,74.25,EURINR23DECEMBER2274.25PE,EURINR22D74.25PE,EURINR 23DEC22 74.25 PE,23-12-2022,1,0.0025
71,CDS,cde_fo,GBPINR,1089,FUTCUR,XX,-1,GBPINR23MARFUT,GBPINR23MARFUT,GBPINR 29MAR23 FUT,29-03-2023,1,0.0025
72,CDS,cde_fo,EURINR,1090,OPTCUR,CE,86.5,EURINR18NOVEMBER2286.5CE,EURINR22N86.5CE,EURINR 18NOV22 86.5 CE,18-11-2022,1,0.0025
73,CDS,cde_fo,EURINR,1091,OPTCUR,PE,86.5,EURINR18NOVEMBER2286.5PE,EURINR22N86.5PE,EURINR 18NOV22 86.5 PE,18-11-2022,1,0.0025
74,CDS,cde_fo,EURINR,1093,OPTCUR,CE,86.25,EURINR25NOVEMBER2286.25CE,EURINR22N86.25CE,EURINR 25NOV22 86.25 CE,25-11-2022,1,0.0025
75,CDS,cde_fo,EURINR,1094,OPTCUR,PE,86.25,EURINR25NOVEMBER2286.25PE,EURINR22N86.25PE,EURINR 25NOV22 86.25 PE,25-11-2022,1,0.0025
76,CDS,cde_fo,USDINR,1096,FUTCUR,XX,-1,USDINR22OCTFUT,USDINR22OFUT,USDINR 21OCT22 FUT,21-10-2022,1,0.0025
77,CDS,cde_fo,GBPUSD,1097,FUTCUR,XX,-1,GBPUSD22DECFUT,GBPUSD22DECFUT,GBPUSD 28DEC22 FUT,28-12-2022,1,0.0001
78,CDS,cde_fo,JPYINR,1098,FUTCUR,XX,-1,JPYINR23JUNFUT,JPYINR23JUNFUT,JPYINR 28JUN23 FUT,28-06-2023,1,0.0025
79,CDS,cde_fo,EURINR,1099,OPTCUR,CE,72.75,EURINR21OCTOBER2272.75CE,EURINR22O72.75CE,EURINR 21OCT22 72.75 CE,21-10-2022,1,0.0025
80,CDS,cde_fo,EURINR,1101,OPTCUR,PE,72.75,EURINR21OCTOBER2272.75PE,EURINR22O72.75PE,EURINR 21OCT22 72.75 PE,21-10-2022,1,0.0025
81,CDS,cde_fo,USDINR,1102,FUTCUR,XX,-1,USDINR23JUNFUT,USDINR23JUNFUT,USDINR 28JUN23 FUT,28-06-2023,1,0.0025
82,CDS,cde_fo,GBPINR,1103,OPTCUR,PE,95,GBPINR16DECEMBER2295PE,GBPINR22D95PE,GBPINR 16DEC22 95 PE,16-12-2022,1,0.0025
83,CDS,cde_fo,EURUSD,1105,FUTCUR,XX,-1,EURUSD22OCTFUT,EURUSD22OCTFUT,EURUSD 27OCT22 FUT,27-10-2022,1,0.0001
84,CDS,cde_fo,USDINR,1106,OPTCUR,CE,85.75,USDINR28OCTOBER2285.75CE,USDINR22O85.75CE,USDINR 28OCT22 85.75 CE,28-10-2022,1,0.0025
85,CDS,cde_fo,USDINR,1108,OPTCUR,PE,85.75,USDINR28OCTOBER2285.75PE,USDINR22O85.75PE,USDINR 28OCT22 85.75 PE,28-10-2022,1,0.0025
86,CDS,cde_fo,EURINR,1111,OPTCUR,CE,72.75,EURINR27OCTOBER2272.75CE,EURINR22OCT72.75CE,EURINR 27OCT22 72.75 CE,27-10-2022,1,0.0025
87,CDS,cde_fo,GBPINR,1112,OPTCUR,CE,85.25,GBPINR23DECEMBER2285.25CE,GBPINR22D85.25CE,GBPINR 23DEC22 85.25 CE,23-12-2022,1,0.0025
88,CDS,cde_fo,GBPINR,1114,FUTCUR,XX,-1,GBPINR22OCTFUT,GBPINR22OCTFUT,GBPINR 27OCT22 FUT,27-10-2022,1,0.0025
89,CDS,cde_fo,GBPINR,1117,OPTCUR,PE,85.25,GBPINR23DECEMBER2285.25PE,GBPINR22D85.25PE,GBPINR 23DEC22 85.25 PE,23-12-2022,1,0.0025
90,CDS,cde_fo,EURINR,1121,OPTCUR,CE,73.5,EURINR16DECEMBER2273.5CE,EURINR22D73.5CE,EURINR 16DEC22 73.5 CE,16-12-2022,1,0.0025
91,CDS,cde_fo,EURINR,1123,OPTCUR,PE,73.5,EURINR16DECEMBER2273.5PE,EURINR22D73.5PE,EURINR 16DEC22 73.5 PE,16-12-2022,1,0.0025
92,CDS,cde_fo,EURUSD,1124,OPTCUR,CE,0.87,EURUSD27OCTOBER220.87CE,EURUSD22OCT0.87CE,EURUSD 27OCT22 0.87 CE,27-10-2022,1,0.0001
93,CDS,cde_fo,EURUSD,1125,OPTCUR,PE,0.87,EURUSD27OCTOBER220.87PE,EURUSD22OCT0.87PE,EURUSD 27OCT22 0.87 PE,27-10-2022,1,0.0001
94,CDS,cde_fo,EURINR,1126,OPTCUR,CE,73.75,EURINR16DECEMBER2273.75CE,EURINR22D73.75CE,EURINR 16DEC22 73.75 CE,16-12-2022,1,0.0025
95,CDS,cde_fo,EURINR,1127,OPTCUR,CE,86.5,EURINR25NOVEMBER2286.5CE,EURINR22N86.5CE,EURINR 25NOV22 86.5 CE,25-11-2022,1,0.0025
96,CDS,cde_fo,USDJPY,1131,OPTCUR,CE,148.5,USDJPY28DECEMBER22148.5CE,USDJPY22DEC148.5CE,USDJPY 28DEC22 148.5 CE,28-12-2022,1,0.01
97,CDS,cde_fo,USDJPY,1132,OPTCUR,PE,148.5,USDJPY28DECEMBER22148.5PE,USDJPY22DEC148.5PE,USDJPY 28DEC22 148.5 PE,28-12-2022,1,0.01
98,CDS,cde_fo,EURINR,1133,OPTCUR,PE,73.75,EURINR16DECEMBER2273.75PE,EURINR22D73.75PE,EURINR 16DEC22 73.75 PE,16-12-2022,1,0.0025
99,CDS,cde_fo,GBPUSD,1134,FUTCUR,XX,-1,GBPUSD23MARFUT,GBPUSD23MARFUT,GBPUSD 29MAR23 FUT,29-03-2023,1,0.0001
100,CDS,cde_fo,EURINR,1136,OPTCUR,CE,74,EURINR16DECEMBER2274CE,EURINR22D74CE,EURINR 16DEC22 74 CE,16-12-2022,1,0.0025
101,CDS,cde_fo,EURINR,1138,OPTCUR,PE,72.75,EURINR27OCTOBER2272.75PE,EURINR22OCT72.75PE,EURINR 27OCT22 72.75 PE,27-10-2022,1,0.0025
102,CDS,cde_fo,EURINR,1139,OPTCUR,PE,74,EURINR16DECEMBER2274PE,EURINR22D74PE,EURINR 16DEC22 74 PE,16-12-2022,1,0.0025
103,CDS,cde_fo,EURINR,1140,OPTCUR,PE,85.75,EURINR27SEPTEMBER2385.75PE,EURINR23SEP85.75PE,EURINR 27SEP23 85.75 PE,27-09-2023,1,0.0025
104,CDS,cde_fo,EURINR,1141,OPTCUR,CE,86,EURINR27SEPTEMBER2386CE,EURINR23SEP86CE,EURINR 27SEP23 86 CE,27-09-2023,1,0.0025
105,CDS,cde_fo,USDJPY,1142,OPTCUR,CE,148.5,USDJPY29MARCH23148.5CE,USDJPY23MAR148.5CE,USDJPY 29MAR23 148.5 CE,29-03-2023,1,0.01
106,CDS,cde_fo,EURINR,1143,FUTCUR,XX,-1,EURINR23MAYFUT,EURINR23MAYFUT,EURINR 29MAY23 FUT,29-05-2023,1,0.0025
107,CDS,cde_fo,GBPINR,1144,OPTCUR,CE,102.75,GBPINR21OCTOBER22102.75CE,GBPINR22O102.75CE,GBPINR 21OCT22 102.75 CE,21-10-2022,1,0.0025
108,CDS,cde_fo,EURINR,1145,OPTCUR,CE,74.25,EURINR16DECEMBER2274.25CE,EURINR22D74.25CE,EURINR 16DEC22 74.25 CE,16-12-2022,1,0.0025
109,CDS,cde_fo,EURINR,1146,OPTCUR,PE,74.25,EURINR16DECEMBER2274.25PE,EURINR22D74.25PE,EURINR 16DEC22 74.25 PE,16-12-2022,1,0.0025
110,CDS,cde_fo,GBPINR,1147,OPTCUR,CE,85.5,GBPINR23DECEMBER2285.5CE,GBPINR22D85.5CE,GBPINR 23DEC22 85.5 CE,23-12-2022,1,0.0025
111,CDS,cde_fo,GBPINR,1148,OPTCUR,PE,102.75,GBPINR21OCTOBER22102.75PE,GBPINR22O102.75PE,GBPINR 21OCT22 102.75 PE,21-10-2022,1,0.0025
112,CDS,cde_fo,GBPINR,1149,OPTCUR,CE,102.75,GBPINR27OCTOBER22102.75CE,GBPINR22OCT102.75CE,GBPINR 27OCT22 102.75 CE,27-10-2022,1,0.0025
113,CDS,cde_fo,USDJPY,1150,OPTCUR,PE,148.5,USDJPY29MARCH23148.5PE,USDJPY23MAR148.5PE,USDJPY 29MAR23 148.5 PE,29-03-2023,1,0.01
114,CDS,cde_fo,GBPINR,1151,OPTCUR,PE,85.5,GBPINR23DECEMBER2285.5PE,GBPINR22D85.5PE,GBPINR 23DEC22 85.5 PE,23-12-2022,1,0.0025
115,CDS,cde_fo,EURINR,1152,OPTCUR,CE,74.5,EURINR16DECEMBER2274.5CE,EURINR22D74.5CE,EURINR 16DEC22 74.5 CE,16-12-2022,1,0.0025
116,CDS,cde_fo,EURINR,1153,FUTCUR,XX,-1,EURINR23JULFUT,EURINR23JULFUT,EURINR 27JUL23 FUT,27-07-2023,1,0.0025
117,CDS,cde_fo,GBPINR,1154,OPTCUR,CE,89.25,GBPINR28JUNE2389.25CE,GBPINR23JUN89.25CE,GBPINR 28JUN23 89.25 CE,28-06-2023,1,0.0025
118,CDS,cde_fo,GBPINR,1155,OPTCUR,PE,89.25,GBPINR28JUNE2389.25PE,GBPINR23JUN89.25PE,GBPINR 28JUN23 89.25 PE,28-06-2023,1,0.0025
119,CDS,cde_fo,GBPINR,1156,OPTCUR,PE,102.75,GBPINR27OCTOBER22102.75PE,GBPINR22OCT102.75PE,GBPINR 27OCT22 102.75 PE,27-10-2022,1,0.0025
120,CDS,cde_fo,EURUSD,1158,OPTCUR,CE,0.995,EURUSD28DECEMBER220.995CE,EURUSD22DEC0.995CE,EURUSD 28DEC22 0.995 CE,28-12-2022,1,0.0001
121,CDS,cde_fo,GBPUSD,1159,OPTCUR,CE,1.34,GBPUSD27OCTOBER221.34CE,GBPUSD22OCT1.34CE,GBPUSD 27OCT22 1.34 CE,27-10-2022,1,0.0001
122,CDS,cde_fo,GBPUSD,1160,OPTCUR,PE,1.34,GBPUSD27OCTOBER221.34PE,GBPUSD22OCT1.34PE,GBPUSD 27OCT22 1.34 PE,27-10-2022,1,0.0001
123,CDS,cde_fo,JPYINR,1161,FUTCUR,XX,-1,JPYINR22DECFUT,JPYINR22DECFUT,JPYINR 28DEC22 FUT,28-12-2022,1,0.0025
124,CDS,cde_fo,GBPUSD,1162,OPTCUR,CE,1.345,GBPUSD27OCTOBER221.345CE,GBPUSD22OCT1.345CE,GBPUSD 27OCT22 1.345 CE,27-10-2022,1,0.0001
125,CDS,cde_fo,GBPUSD,1163,FUTCUR,XX,-1,GBPUSD22OCTFUT,GBPUSD22OCTFUT,GBPUSD 27OCT22 FUT,27-10-2022,1,0.0001
126,CDS,cde_fo,GBPUSD,1164,OPTCUR,PE,1.345,GBPUSD27OCTOBER221.345PE,GBPUSD22OCT1.345PE,GBPUSD 27OCT22 1.345 PE,27-10-2022,1,0.0001
127,CDS,cde_fo,EURUSD,1165,FUTCUR,XX,-1,EURUSD23JULFUT,EURUSD23JULFUT,EURUSD 27JUL23 FUT,27-07-2023,1,0.0001
128,CDS,cde_fo,EURUSD,1166,OPTCUR,PE,0.995,EURUSD28DECEMBER220.995PE,EURUSD22DEC0.995PE,EURUSD 28DEC22 0.995 PE,28-12-2022,1,0.0001
129,CDS,cde_fo,GBPINR,1167,FUTCUR,XX,-1,GBPINR23JULFUT,GBPINR23JULFUT,GBPINR 27JUL23 FUT,27-07-2023,1,0.0025
130,CDS,cde_fo,JPYINR,1168,FUTCUR,XX,-1,JPYINR22OCTFUT,JPYINR22OCTFUT,JPYINR 27OCT22 FUT,27-10-2022,1,0.0025
131,CDS,cde_fo,USDJPY,1169,OPTCUR,CE,148.5,USDJPY28JUNE23148.5CE,USDJPY23JUN148.5CE,USDJPY 28JUN23 148.5 CE,28-06-2023,1,0.01
132,CDS,cde_fo,EURUSD,1170,OPTCUR,CE,0.87,EURUSD28NOVEMBER220.87CE,EURUSD22NOV0.87CE,EURUSD 28NOV22 0.87 CE,28-11-2022,1,0.0001
133,CDS,cde_fo,USDJPY,1172,OPTCUR,PE,148.5,USDJPY28JUNE23148.5PE,USDJPY23JUN148.5PE,USDJPY 28JUN23 148.5 PE,28-06-2023,1,0.01
134,CDS,cde_fo,EURINR,1173,OPTCUR,CE,87.5,EURINR21OCTOBER2287.5CE,EURINR22O87.5CE,EURINR 21OCT22 87.5 CE,21-10-2022,1,0.0025
135,CDS,cde_fo,EURINR,1174,OPTCUR,PE,86.5,EURINR25NOVEMBER2286.5PE,EURINR22N86.5PE,EURINR 25NOV22 86.5 PE,25-11-2022,1,0.0025
136,CDS,cde_fo,EURINR,1175,OPTCUR,CE,86.25,EURINR28NOVEMBER2286.25CE,EURINR22NOV86.25CE,EURINR 28NOV22 86.25 CE,28-11-2022,1,0.0025
137,CDS,cde_fo,USDINR,1176,FUTCUR,XX,-1,USDINR22OCTFUT,USDINR22OCTFUT,USDINR 27OCT22 FUT,27-10-2022,1,0.0025
138,CDS,cde_fo,EURINR,1177,OPTCUR,PE,87.5,EURINR21OCTOBER2287.5PE,EURINR22O87.5PE,EURINR 21OCT22 87.5 PE,21-10-2022,1,0.0025
139,CDS,cde_fo,USDJPY,1178,FUTCUR,XX,-1,USDJPY22OCTFUT,USDJPY22OCTFUT,USDJPY 27OCT22 FUT,27-10-2022,1,0.01
140,CDS,cde_fo,JPYINR,1180,OPTCUR,CE,71.5,JPYINR28DECEMBER2271.5CE,JPYINR22DEC71.5CE,JPYINR 28DEC22 71.5 CE,28-12-2022,1,0.0025
141,CDS,cde_fo,USDINR,1182,FUTCUR,XX,-1,USDINR22DECFUT,USDINR22DECFUT,USDINR 28DEC22 FUT,28-12-2022,1,0.0025
142,CDS,cde_fo,USDJPY,1183,FUTCUR,XX,-1,USDJPY22DECFUT,USDJPY22DECFUT,USDJPY 28DEC22 FUT,28-12-2022,1,0.01
143,CDS,cde_fo,JPYINR,1184,OPTCUR,PE,71.5,JPYINR28DECEMBER2271.5PE,JPYINR22DEC71.5PE,JPYINR 28DEC22 71.5 PE,28-12-2022,1,0.0025
144,CDS,cde_fo,USDJPY,1185,OPTCUR,CE,101.5,USDJPY28DECEMBER22101.5CE,USDJPY22DEC101.5CE,USDJPY 28DEC22 101.5 CE,28-12-2022,1,0.01
145,CDS,cde_fo,EURINR,1186,OPTCUR,CE,72.75,EURINR28OCTOBER2272.75CE,EURINR22O72.75CE,EURINR 28OCT22 72.75 CE,28-10-2022,1,0.0025
146,CDS,cde_fo,USDJPY,1188,OPTCUR,PE,101.5,USDJPY28DECEMBER22101.5PE,USDJPY22DEC101.5PE,USDJPY 28DEC22 101.5 PE,28-12-2022,1,0.01
